shipment_id,order_date,ship_date,ship_dow,ship_month,shipment_mode,carrier,service_level,origin_metro,dest_metro,origin_zip,dest_zip,origin_lat,origin_lon,dest_lat,dest_lon,distance_miles,zone,weight_lbs,length_in,width_in,height_in,pallet_count,residential_flag,signature_required,declared_value_usd,fuel_surcharge_pct,weather_severity,carrier_congestion_index,promised_days,carrier_cost_usd,transit_days,delivered_on_time
SHP-42-0001278,2025-05-31,2025-06-01,6,6,parcel,Northstar Parcel,Overnight,Portland OR,Miami FL,97283,33123,45.51,-122.68,25.76,-80.19,2705.4,8,1.41,5.6,5.0,4.5,0,0,1,147.47,0.1102,0.319,0.201,2,35.28,3,0
SHP-42-0046270,2025-12-03,2025-12-08,0,12,parcel,Northstar Parcel,Expedited,Columbus OH,Phoenix AZ,43281,85058,39.96,-82.99,33.45,-112.07,1664.2,7,1.49,7.0,,2.9,0,1,0,75.03,0.1378,0.255,0.889,4,20.03,4,1
SHP-42-0016670,2025-01-21,2025-01-22,2,1,ltl_freight,Ironclad Freight,LTL Standard,Salt Lake City UT,Atlanta GA,84187,30312,40.76,-111.89,33.75,-84.39,1580.4,7,296.05,30.0,27.8,26.3,1,0,0,0.0,0.1755,0.339,0.056,10,334.09,10,1
SHP-42-0031685,2025-02-05,2025-02-08,5,2,parcel,Northstar Parcel,Overnight,Miami FL,Atlanta GA,33191,30391,25.76,-80.19,33.75,-84.39,606.7,5,1.09,7.2,4.8,5.1,0,0,0,71.69,0.1392,0.372,0.212,2,29.22,2,1
SHP-42-0025442,2024-08-19,2024-08-22,3,8,parcel,Northstar Parcel,Ground,Houston TX,Seattle WA,77049,98171,29.76,-95.37,47.61,-122.33,1889.4,8,3.87,7.6,6.3,5.0,0,0,0,24.0,0.1025,0.542,0.1,7,10.62,7,1
SHP-42-0046696,2025-05-07,2025-05-07,2,5,parcel,Falcon Post,Ground,Houston TX,Chicago IL,77034,60649,29.76,-95.37,41.88,-87.63,942.0,5,8.15,12.3,6.6,6.4,0,1,0,68.23,0.0937,0.128,0.022,6,14.91,5,1
SHP-42-0028493,2024-10-17,2024-10-17,3,10,ltl_freight,Ironclad Freight,LTL Guaranteed,Kansas City MO,Houston TX,64108,77078,39.1,-94.58,29.76,-95.37,646.9,5,993.14,46.9,37.0,22.4,1,0,0,8.18,0.0929,0.05,0.098,6,236.67,6,1
SHP-42-0023780,2025-01-09,2025-01-09,3,1,parcel,falcon post,Expedited,Minneapolis MN,Boston MA,55405,02139,44.98,-93.27,42.36,-71.06,1121.0,6,1.62,5.4,,3.3,0,0,0,0.0,0.1451,0.487,0.355,4,12.19,4,1
SHP-42-0020038,2024-03-29,2024-03-29,4,3,parcel,Northstar Parcel,expedited,Dallas TX,Kansas City MO,75215,64108,32.78,-96.8,39.1,-94.58,453.9,4,2.39,7.1,5.0,5.2,0,1,0,58.19,0.0882,0.179,0.0,3,19.46,3,1
SHP-42-0045407,2025-06-05,2025-06-05,3,6,parcel,Falcon Post,TwoDay,Denver CO,New York NY,80285,10089,39.74,-104.99,40.71,-74.01,1627.2,7,2.81,6.7,6.5,4.2,0,1,1,63.76,0.1059,0.408,0.14,3,22.8,4,0
SHP-42-0025263,2025-01-10,2025-01-11,5,1,parcel,Summit Express,Ground,Salt Lake City UT,Houston TX,84127,77045,40.76,-111.89,29.76,-95.37,1199.0,6,2.48,7.5,6.0,3.8,0,1,0,8.35,0.1551,0.338,0.158,6,17.71,5,1
SHP-42-0000465,2025-12-15,2025-12-17,2,12,parcel,Falcon Post,Ground,Minneapolis MN,Seattle WA,55413,98126,44.98,-93.27,47.61,-122.33,1390.9,6,1.11,4.0,6.0,3.7,0,1,0,68.13,0.1675,0.343,0.796,6,11.84,7,0
SHP-42-0015418,2024-03-17,2024-03-19,1,3,parcel,Northstar Parcel,Ground,Atlanta GA,Houston TX,30324,77047,33.75,-84.39,29.76,-95.37,701.0,5,2.41,6.5,7.6,4.2,0,1,0,0.0,0.1416,0.516,0.103,6,12.21,6,1
SHP-42-0035779,2025-06-19,2025-06-21,5,6,parcel,Falcon Post,TwoDay,New York NY,Chicago IL,10076,60625,40.71,-74.01,41.88,-87.63,710.9,5,0.74,6.0,4.0,3.7,0,1,0,0.0,0.112,0.232,0.114,3,18.87,5,0
SHP-42-0042226,2024-02-08,2024-02-09,4,2,parcel,northstar parcel,Expedited,Houston TX,Columbus OH,77051,43245,29.76,-95.37,39.96,-82.99,992.7,5,2.08,7.0,5.7,4.3,0,1,0,0.0,0.1737,0.47,0.161,4,20.35,3,1
SHP-42-0036316,2024-03-12,2024-03-17,6,3,parcel,Northstar Parcel,Ground,Portland OR,Houston TX,97259,77085,45.51,-122.68,29.76,-95.37,1833.6,8,4.24,7.5,5.3,5.4,0,0,0,78.4,0.0576,0.143,0.237,7,12.7,6,1
SHP-42-0000564,2024-10-21,2024-10-22,1,10,parcel,Falcon Post,Expedited,Phoenix AZ,Chicago IL,85039,60680,33.45,-112.07,41.88,-87.63,1451.5,7,1.36,5.9,3.7,4.4,0,1,0,13.29,0.096,0.455,0.205,4,12.45,6,0
SHP-42-0025635,2025-04-18,2025-04-18,4,4,parcel,Falcon Post,Expedited,Portland OR,Miami FL,97235,33149,45.51,-122.68,25.76,-80.19,2705.4,8,9.72,7.8,11.9,5.6,0,1,0,16.1,0.1155,0.193,0.205,4,19.92,6,0
SHP-42-0011035,2024-07-31,2024-08-01,3,8,parcel,Northstar Parcel,Ground,Columbus OH,Portland OR,43250,97260,39.96,-82.99,45.51,-122.68,2029.0,8,4.1,7.7,7.1,4.6,0,1,1,41.49,0.0646,0.294,0.254,7,21.7,7,1
SHP-42-0019055,2025-07-05,2025-07-06,6,7,parcel,Falcon Post,Expedited,Miami FL,Seattle WA,33165,98150,25.76,-80.19,47.61,-122.33,2731.8,8,3.19,7.8,4.8,3.6,0,0,0,0.0,0.1198,0.038,0.17,4,14.09,5,0
SHP-42-0033128,2024-08-08,2024-08-11,6,8,parcel,Cobalt Regional,Ground,Los Angeles CA,Denver CO,90035,80286,34.05,-118.24,39.74,-104.99,829.8,5,7.29,13.0,8.1,6.2,0,1,0,24.23,0.0714,0.156,0.195,6,13.76,4,1
SHP-42-0044184,2024-11-08,2024-11-09,5,11,ltl_freight,Ironclad Freight,LTL Standard,New York NY,Dallas TX,10079,75273,40.71,-74.01,32.78,-96.8,1370.4,6,209.14,37.6,32.1,13.3,1,0,0,224.92,0.0763,0.04,0.871,10,275.06,11,0
SHP-42-0040849,2024-05-25,2024-05-27,0,5,ltl_freight,Ironclad Freight,LTL Standard,Minneapolis MN,Seattle WA,55444,98194,44.98,-93.27,47.61,-122.33,1390.9,6,429.29,,30.0,33.5,1,0,0,33.43,0.0919,0.489,0.199,10,294.62,10,1
SHP-42-0017237,2025-05-21,2025-05-22,3,5,parcel,Falcon Post,Ground,Miami FL,Los Angeles CA,33160,90012,25.76,-80.19,34.05,-118.24,2335.5,8,1.64,6.1,3.7,4.9,0,1,0,36.13,0.0702,0.244,0.09,7,9.68,7,1
SHP-42-0046477,2025-02-18,2025-02-20,3,2,parcel,Summit Express,Ground,Phoenix AZ,Salt Lake City UT,85017,84178,33.45,-112.07,40.76,-111.89,505.2,4,3.83,6.6,5.0,3.9,0,1,0,172.92,0.1364,0.286,0.173,5,21.82,4,1
SHP-42-0019484,2024-11-12,2024-11-14,3,11,parcel,Falcon Post,TwoDay,New York NY,Boston MA,10001,02121,40.71,-74.01,42.36,-71.06,190.4,3,10.86,13.7,12.8,6.8,0,0,0,40.19,0.0624,0.187,0.807,3,16.65,4,0
SHP-42-0014104,2024-10-17,2024-10-20,6,10,parcel,Falcon Post,Ground,Portland OR,Denver CO,97231,80252,45.51,-122.68,39.74,-104.99,981.0,5,3.99,7.4,7.6,7.4,0,0,0,38.57,0.1142,0.128,0.183,6,9.75,6,1
SHP-42-0013471,2024-03-25,2024-03-25,0,3,parcel,Summit Express,TwoDay,Boston MA,Miami FL,02126,33141,42.36,-71.06,25.76,-80.19,1258.5,6,4.16,6.7,8.7,7.4,0,1,0,0.0,0.0605,0.13,0.034,3,28.97,1,1
SHP-42-0014572,2024-04-28,2024-04-28,6,4,parcel,Northstar Parcel,Ground,New York NY,Nashville TN,10020,37272,40.71,-74.01,36.16,-86.78,758.3,5,4.17,7.8,7.0,5.8,0,0,0,62.6,0.0718,0.164,0.176,6,13.31,5,1
SHP-42-0016419,2025-12-29,2025-12-29,0,12,parcel,Falcon Post,TwoDay,Dallas TX,New York NY,75266,10046,32.78,-96.8,40.71,-74.01,1370.4,6,2.83,6.2,8.2,6.7,0,0,0,94.65,0.1631,0.322,0.722,3,20.84,3,1
SHP-42-0017735,2024-08-20,2024-08-20,1,8,parcel,Northstar Parcel,Ground,Charlotte NC,New York NY,28215,10018,35.23,-80.84,40.71,-74.01,530.5,4,2.72,9.8,6.0,4.9,0,0,0,0.0,0.1131,0.246,0.024,5,8.03,3,1
SHP-42-0034623,2024-04-29,2024-04-29,0,4,parcel,FALCON POST,Ground,Denver CO,Boston MA,80276,02171,39.74,-104.99,42.36,-71.06,1765.4,7,3.08,8.9,4.8,3.4,0,1,0,0.0,0.068,0.158,0.121,7,11.54,5,1
SHP-42-0011220,2024-06-14,2024-06-15,5,6,parcel,Falcon Post,Ground,Atlanta GA,New York NY,30383,10024,33.75,-84.39,40.71,-74.01,745.6,5,3.43,8.5,8.0,5.0,0,0,0,184.55,0.1293,0.15,0.203,6,9.57,5,1
SHP-42-0046378,2025-10-03,2025-10-05,6,10,ltl_freight,Vela Freight,LTL Guaranteed,Chicago IL,Atlanta GA,60695,30393,41.88,-87.63,33.75,-84.39,588.8,4,409.62,34.7,31.6,18.2,1,0,0,93.56,0.1451,0.125,0.28,6,233.67,5,1
SHP-42-0032914,2025-07-19,2025-07-20,6,7,ltl_freight,Vela Freight,LTL Standard,Kansas City MO,Chicago IL,64144,60686,39.1,-94.58,41.88,-87.63,412.5,4,1162.4,45.0,46.1,27.5,1,1,0,0.0,0.101,0.206,0.218,8,249.55,7,1
SHP-42-0037379,2024-12-06,2024-12-06,4,12,parcel,Falcon Post,Ground,Dallas TX,Boston MA,75224,02101,32.78,-96.8,42.36,-71.06,1549.1,7,1.44,,5.2,4.7,0,1,0,0.0,0.1949,0.381,0.691,7,12.51,9,0
SHP-42-0017621,2025-04-04,2025-04-05,5,4,parcel,Northstar Parcel,Overnight,Chicago IL,Miami FL,60670,33196,41.88,-87.63,25.76,-80.19,1191.6,6,3.0,6.8,6.6,6.2,0,1,0,0.0,0.1005,0.224,0.18,2,33.37,3,0
SHP-42-0010413,2025-12-02,2025-12-04,3,12,parcel,Northstar Parcel,Ground,Miami FL,Chicago IL,33109,60690,25.76,-80.19,41.88,-87.63,1191.6,6,12.25,12.4,8.3,9.1,0,1,0,22.2,0.171,0.512,0.817,6,24.5,7,0
SHP-42-0016745,2024-10-10,2024-10-11,4,10,parcel,Falcon Post,Ground,Houston TX,Denver CO,77062,80280,29.76,-95.37,39.74,-104.99,878.5,5,0.63,6.0,4.1,2.5,0,0,1,310.0,0.1142,0.141,0.063,6,15.05,5,1
SHP-42-0033961,2025-05-23,2025-05-24,5,5,parcel,Falcon Post,TwoDay,New York NY,Atlanta GA,10089,30310,40.71,-74.01,33.75,-84.39,745.6,5,2.42,5.8,7.6,3.8,0,0,0,45.95,0.0967,0.12,0.0,3,13.82,4,0
SHP-42-0013270,2025-04-01,2025-04-01,1,4,ltl_freight,Ironclad Freight,LTL Standard,New York NY,Charlotte NC,10001,28272,40.71,-74.01,35.23,-80.84,530.5,4,493.97,31.3,44.1,22.1,1,0,0,12.52,0.1157,0.101,0.053,8,199.4,6,1
SHP-42-0026983,2024-03-26,2024-03-28,3,3,parcel,Cobalt Regional,Ground,Seattle WA,Los Angeles CA,98132,90006,47.61,-122.33,34.05,-118.24,960.6,5,8.11,7.6,6.3,4.6,0,1,0,58.21,0.1118,0.499,0.143,6,18.72,5,1
SHP-42-0004724,2025-05-29,2025-05-30,4,5,ltl_freight,Vela Freight,LTL Standard,Los Angeles CA,Charlotte NC,90055,28224,34.05,-118.24,35.23,-80.84,2115.0,8,942.17,42.9,32.9,39.9,1,0,0,31.57,0.1096,0.167,0.187,11,469.28,11,1
SHP-42-0013153,2024-04-07,2024-04-10,2,4,parcel,Northstar Parcel,Expedited,Phoenix AZ,Charlotte NC,85029,28228,33.45,-112.07,35.23,-80.84,1778.6,7,7.76,7.9,8.1,8.3,0,1,0,68.19,0.0871,0.157,0.152,4,24.02,4,1
SHP-42-0022636,2025-12-13,2025-12-16,1,12,parcel,Summit Express,TwoDay,Atlanta GA,Minneapolis MN,30353,55431,33.75,-84.39,44.98,-93.27,908.1,5,2.43,8.7,4.4,5.3,0,0,0,90.69,0.1527,0.391,0.831,3,25.13,2,1
SHP-42-0016358,2024-10-10,2024-10-11,4,10,parcel,Northstar Parcel,Ground,Miami FL,Boston MA,33150,02155,25.76,-80.19,42.36,-71.06,1258.5,6,8.96,13.6,10.4,7.4,0,1,0,18.77,0.1494,0.211,0.32,6,20.82,6,1
SHP-42-0040934,2025-03-17,2025-03-18,1,3,parcel,Northstar Parcel,TwoDay,Nashville TN,Dallas TX,37227,75264,36.16,-86.78,32.78,-96.8,616.3,5,5.27,11.5,7.3,3.9,0,1,0,100.43,0.1067,0.161,0.143,3,26.34,3,1
SHP-42-0018245,2024-01-05,2024-01-07,6,1,ltl_freight,Ironclad Freight,LTL Standard,Kansas City MO,Dallas TX,64120,75262,39.1,-94.58,32.78,-96.8,453.9,4,150.0,31.2,18.9,26.0,1,0,1,69.25,0.1828,0.494,0.189,8,177.11,8,1
SHP-42-0041001,2024-10-28,2024-10-29,1,10,parcel,Falcon Post,Expedited,Atlanta GA,Chicago IL,30393,60618,33.75,-84.39,41.88,-87.63,588.8,4,3.54,8.8,8.2,4.5,0,1,0,0.0,0.0681,0.051,0.162,3,14.72,4,0
SHP-42-0014427,2025-08-24,2025-08-27,2,8,parcel,Falcon Post,Ground,Dallas TX,Kansas City MO,75227,64119,32.78,-96.8,39.1,-94.58,453.9,4,1.04,4.7,3.3,4.6,0,0,0,62.82,0.1299,0.06,0.163,5,8.23,5,1
SHP-42-0004347,2025-05-05,2025-05-07,2,5,parcel,Cobalt Regional,Expedited,Portland OR,Phoenix AZ,97208,85052,45.51,-122.68,33.45,-112.07,1005.3,6,5.19,8.5,10.0,4.8,0,1,0,0.0,0.1122,0.104,0.108,4,16.97,3,1
SHP-42-0024380,2025-03-03,2025-03-04,1,3,parcel,Falcon Post,Ground,Miami FL,Minneapolis MN,33175,55495,25.76,-80.19,44.98,-93.27,1514.3,7,1.87,4.6,5.4,5.9,0,0,0,305.5,0.1106,0.214,0.184,7,13.37,7,1
SHP-42-0018875,2025-12-01,2025-12-01,0,12,parcel,Summit Express,TwoDay,Miami FL,Atlanta GA,33133,30396,25.76,-80.19,33.75,-84.39,606.7,5,4.37,6.2,6.4,3.9,0,1,0,0.0,0.1354,0.511,0.944,3,31.76,3,1
SHP-42-0010629,2024-08-13,2024-08-14,2,8,parcel,Falcon Post,Ground,Houston TX,Seattle WA,77069,98182,29.76,-95.37,47.61,-122.33,1889.4,8,12.71,15.7,9.1,8.5,0,1,0,110.77,0.0936,0.145,0.182,7,21.55,7,1
SHP-42-0001590,2025-11-22,2025-11-24,0,11,parcel,Northstar Parcel,Expedited,Chicago IL,Atlanta GA,60650,30340,41.88,-87.63,33.75,-84.39,588.8,4,5.0,7.8,9.4,7.0,0,0,0,205.19,0.0684,0.209,0.764,3,19.23,3,1
SHP-42-0020134,2025-03-30,2025-03-31,0,3,parcel,Falcon Post,Ground,Boston MA,Seattle WA,02132,98195,42.36,-71.06,47.61,-122.33,2485.4,8,5.42,11.9,8.7,7.6,0,1,0,80.63,0.1279,0.411,0.193,7,14.74,7,1
SHP-42-0003862,2024-09-23,2024-09-25,2,9,parcel,Falcon Post,Expedited,Minneapolis MN,Columbus OH,55456,43260,44.98,-93.27,39.96,-82.99,627.6,5,4.05,6.2,6.0,4.1,0,0,0,0.0,0.0783,0.22,0.205,4,12.64,4,1
SHP-42-0009006,2025-08-27,2025-08-28,3,8,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Houston TX,75240,77079,32.78,-96.8,29.76,-95.37,225.1,3,238.6,39.5,28.9,16.7,1,0,0,324.05,0.1111,0.033,0.126,7,144.88,7,1
SHP-42-0038585,2025-11-01,2025-11-01,5,11,parcel,Summit Express,Expedited,Denver CO,Dallas TX,80219,75297,39.74,-104.99,32.78,-96.8,662.3,5,3.71,,7.8,4.1,0,1,0,0.0,0.115,0.072,0.779,4,23.55,3,1
SHP-42-0020985,2024-10-02,2024-10-03,3,10,parcel,Northstar Parcel,TwoDay,Phoenix AZ,Atlanta GA,85097,30316,33.45,-112.07,33.75,-84.39,1588.3,7,6.02,11.2,10.3,6.7,0,1,0,33.73,0.0994,0.262,0.116,3,25.95,4,0
SHP-42-0048423,2024-04-07,2024-04-07,6,4,parcel,Northstar Parcel,Expedited,Seattle WA,Columbus OH,98187,43254,47.61,-122.33,39.96,-82.99,2008.8,8,13.28,15.4,7.9,11.6,0,0,1,89.47,0.1087,0.058,0.092,4,30.55,3,1
SHP-42-0048039,2025-09-01,2025-09-01,0,9,ltl_freight,Ironclad Freight,LTL Standard,Columbus OH,Portland OR,43278,97294,39.96,-82.99,45.51,-122.68,2029.0,8,636.45,43.1,32.5,34.3,1,0,1,38.72,0.1148,0.01,0.133,11,391.79,11,1
SHP-42-0002432,2024-08-01,2024-08-03,5,8,ltl_freight,Vela Freight,LTL Guaranteed,Houston TX,Seattle WA,77035,98149,29.76,-95.37,47.61,-122.33,1889.4,8,265.34,27.8,32.9,30.1,1,0,0,20.6,0.0827,0.214,0.15,8,383.54,8,1
SHP-42-0000332,2025-09-26,2025-09-29,0,9,parcel,Falcon Post,Ground,Minneapolis MN,Seattle WA,55403,98119,44.98,-93.27,47.61,-122.33,1390.9,6,6.65,11.3,8.4,8.4,0,0,0,144.68,0.1269,0.017,0.032,6,13.2,5,1
SHP-42-0017356,2025-06-05,2025-06-05,3,6,ltl_freight,Ironclad Freight,LTL Guaranteed,Houston TX,Boston MA,77062,02128,29.76,-95.37,42.36,-71.06,1604.0,7,708.49,42.8,51.8,35.4,1,0,0,66.48,0.0752,0.066,0.244,7,330.06,7,1
SHP-42-0014794,2024-01-17,2024-01-19,4,1,parcel,Northstar Parcel,Ground,Seattle WA,Portland OR,98170,97287,47.61,-122.33,45.51,-122.68,146.0,2,7.39,11.2,8.4,5.1,0,0,0,205.72,0.1336,0.243,0.239,4,16.91,3,1
SHP-42-0033451,2025-12-19,2025-12-20,5,12,parcel,Summit Express,Ground,Los Angeles CA,Dallas TX,90022,75243,34.05,-118.24,32.78,-96.8,1237.4,6,4.86,10.3,9.8,7.4,0,0,0,51.68,0.1274,0.476,0.635,6,18.79,6,1
SHP-42-0019103,2025-02-27,2025-02-27,3,2,parcel,Cobalt Regional,Expedited,Phoenix AZ,Denver CO,85070,80280,33.45,-112.07,39.74,-104.99,585.4,4,16.89,15.1,14.5,9.1,0,1,0,129.52,0.166,0.322,0.303,3,30.98,3,1
SHP-42-0028822,2024-02-11,2024-02-11,6,2,ltl_freight,Vela Freight,LTL Standard,Charlotte NC,Columbus OH,28260,43222,35.23,-80.84,39.96,-82.99,347.3,4,704.68,33.5,38.6,24.4,1,0,0,258.45,0.1414,0.31,0.055,8,216.19,7,1
SHP-42-0020340,2024-12-30,2025-01-01,2,1,parcel,Falcon Post,Ground,Atlanta GA,Miami FL,30332,33147,33.75,-84.39,25.76,-80.19,606.7,5,2.44,7.6,4.7,4.7,0,1,0,277.37,0.1926,0.364,0.021,6,17.41,6,1
SHP-42-0031266,2024-05-09,2024-05-09,3,5,parcel,Falcon Post,Ground,Seattle WA,Houston TX,98113,77015,47.61,-122.33,29.76,-95.37,1889.4,8,4.79,9.3,7.0,5.4,0,0,1,0.0,0.1153,0.027,0.056,7,14.26,7,1
SHP-42-0006016,2025-04-11,2025-04-12,5,4,parcel,Northstar Parcel,Ground,Dallas TX,Boston MA,75201,02194,32.78,-96.8,42.36,-71.06,1549.1,7,12.59,14.2,8.6,6.1,0,0,0,106.66,0.094,0.177,0.166,7,20.31,7,1
SHP-42-0049871,2024-03-17,2024-03-17,6,3,parcel,Summit Express,Expedited,Dallas TX,Atlanta GA,75217,30346,32.78,-96.8,33.75,-84.39,719.6,5,3.14,7.6,5.8,6.3,0,1,0,111.27,0.0925,0.15,0.332,4,25.54,3,1
SHP-42-0013352,2025-06-09,2025-06-10,1,6,parcel,Northstar Parcel,GROUND,Boston MA,Los Angeles CA,2101,90096,42.36,-71.06,34.05,-118.24,2590.7,8,5.33,11.6,8.0,6.3,0,1,0,0.0,0.0844,0.167,0.094,7,17.14,6,1
SHP-42-0035322,2024-02-14,2024-02-14,2,2,ltl_freight,IRONCLAD FREIGHT,LTL Standard,Columbus OH,Denver CO,43297,80235,39.96,-82.99,39.74,-104.99,1164.1,6,346.04,50.2,40.7,29.3,1,1,0,0.0,0.1606,0.254,0.294,10,279.16,10,1
SHP-42-0043274,2025-09-16,2025-09-17,2,9,parcel,Falcon Post,TwoDay,Portland OR,Columbus OH,97232,43259,45.51,-122.68,39.96,-82.99,2029.0,8,9.69,7.8,7.6,10.4,0,1,0,0.0,0.0899,0.272,0.28,3,23.97,4,0
SHP-42-0036568,2025-06-04,2025-06-04,2,6,parcel,Northstar Parcel,Expedited,Denver CO,Minneapolis MN,80210,55473,39.74,-104.99,44.98,-93.27,698.3,5,1.81,,4.6,2.8,0,0,0,37.83,0.1129,0.192,0.168,4,14.33,2,1
SHP-42-0013206,2024-07-10,2024-07-11,3,7,parcel,Northstar Parcel,TwoDay,Atlanta GA,Seattle WA,30331,98188,33.75,-84.39,47.61,-122.33,2178.2,8,2.57,4.9,5.3,5.5,0,1,0,0.0,0.0964,0.274,0.169,3,23.63,3,1
SHP-42-0048500,2025-09-10,2025-09-11,3,9,parcel,Northstar Parcel,TwoDay,Atlanta GA,Kansas City MO,30337,64153,33.75,-84.39,39.1,-94.58,675.8,5,2.67,7.8,7.0,5.7,0,0,0,26.17,0.0793,0.241,0.124,3,17.77,3,1
SHP-42-0025869,2025-07-31,2025-08-02,5,8,parcel,Summit Express,Ground,Houston TX,Miami FL,77083,33198,29.76,-95.37,25.76,-80.19,967.5,5,0.0,12.0,13.3,11.8,0,1,1,93.5,0.0679,0.166,0.257,6,37.1,5,1
SHP-42-0022563,2025-07-06,2025-07-09,2,7,ltl_freight,Vela Freight,LTL Standard,Dallas TX,Atlanta GA,75275,30340,32.78,-96.8,33.75,-84.39,719.6,5,967.41,63.4,47.5,31.4,1,0,0,0.0,0.1167,0.365,0.044,9,282.92,8,1
SHP-42-0036360,2025-08-25,2025-08-26,1,8,parcel,Northstar Parcel,Ground,Boston MA,Charlotte NC,02169,28247,42.36,-71.06,35.23,-80.84,720.2,5,5.03,8.5,8.9,5.6,0,0,0,0.0,0.0875,0.038,0.224,6,11.67,4,1
SHP-42-0024166,2024-02-06,2024-02-07,2,2,parcel,Falcon Post,Ground,Salt Lake City UT,Atlanta GA,84122,30386,40.76,-111.89,33.75,-84.39,1580.4,7,7.08,13.3,10.6,7.1,0,1,0,105.0,0.162,0.423,0.127,7,15.25,7,1
SHP-42-0012728,2025-05-13,2025-05-13,1,5,parcel,Falcon Post,TwoDay,Seattle WA,Dallas TX,98151,75251,47.61,-122.33,32.78,-96.8,1679.5,7,1.67,5.8,3.9,,0,1,0,28.74,0.0993,0.026,0.207,3,17.56,4,0
SHP-42-0016113,2024-06-14,2024-06-16,6,6,parcel,Falcon Post,Ground,Columbus OH,Atlanta GA,43245,30352,39.96,-82.99,33.75,-84.39,436.0,4,6.76,10.4,7.8,4.5,0,0,1,0.0,0.1028,0.108,0.019,5,12.22,6,0
SHP-42-0029555,2024-03-14,2024-03-15,4,3,parcel,Summit Express,TwoDay,New York NY,Columbus OH,10006,43292,40.71,-74.01,39.96,-82.99,475.6,4,0.92,5.4,4.6,3.1,0,0,0,14.06,0.0771,0.429,0.297,3,21.15,3,1
SHP-42-0045784,2025-08-03,2025-08-04,0,8,parcel,falcon post,Overnight,Houston TX,Columbus OH,77041,43290,29.76,-95.37,39.96,-82.99,992.7,5,5.32,8.9,9.6,,0,1,0,146.46,0.0853,0.076,0.221,2,27.63,1,1
SHP-42-0040924,2024-12-01,2024-12-03,1,12,parcel,Northstar Parcel,Overnight,Houston TX,Minneapolis MN,77054,55449,29.76,-95.37,44.98,-93.27,1057.8,6,3.5,10.3,5.1,6.5,0,0,0,0.0,0.1804,0.646,0.877,2,31.7,4,0
SHP-42-0034382,2025-01-17,2025-01-20,0,1,parcel,Northstar Parcel,Overnight,Dallas TX,New York NY,75247,10080,32.78,-96.8,40.71,-74.01,1370.4,6,1.54,6.0,5.5,2.8,0,1,0,0.0,0.1415,0.368,0.129,2,33.69,2,1
SHP-42-0023927,2024-10-19,2024-10-19,5,10,parcel,Northstar Parcel,TwoDay,Columbus OH,Los Angeles CA,43211,90027,39.96,-82.99,34.05,-118.24,1974.0,8,5.55,7.3,9.8,7.9,0,0,0,59.25,0.0953,0.167,0.198,3,22.18,4,0
SHP-42-0009430,2024-11-29,2024-12-01,6,12,parcel,Falcon Post,Expedited,Miami FL,Boston MA,33192,02122,25.76,-80.19,42.36,-71.06,1258.5,6,2.36,5.3,6.0,6.0,0,1,0,0.0,0.1314,0.661,0.834,4,16.41,6,0
SHP-42-0030532,2025-02-10,2025-02-11,1,2,parcel,Falcon Post,Expedited,Charlotte NC,Houston TX,28264,77063,35.23,-80.84,29.76,-95.37,926.0,5,5.73,10.4,7.9,8.3,0,0,0,0.0,0.1281,0.414,0.011,4,13.32,4,1
SHP-42-0026643,2024-08-21,2024-08-22,3,8,parcel,Summit Express,TwoDay,Seattle WA,Phoenix AZ,98137,85017,47.61,-122.33,33.45,-112.07,1114.7,6,3.73,5.9,8.3,6.6,0,1,0,54.88,0.0837,0.071,0.244,3,28.18,2,1
SHP-42-0020879,2024-10-07,2024-10-07,0,10,ltl_freight,Vela Freight,LTL Standard,Chicago IL,New York NY,60627,10082,41.88,-87.63,40.71,-74.01,710.9,5,367.82,46.4,29.9,17.4,1,0,0,92.62,0.1107,0.004,0.133,9,237.83,7,1
SHP-42-0048900,2024-10-09,2024-10-09,2,10,parcel,Falcon Post,TwoDay,Charlotte NC,Houston TX,28275,77094,35.23,-80.84,29.76,-95.37,926.0,5,1.1,4.0,3.6,2.5,0,0,0,0.0,0.0915,0.143,0.112,3,14.28,2,1
SHP-42-0024801,2025-08-28,2025-08-31,6,8,parcel,Falcon Post,Ground,Atlanta GA,Seattle WA,30343,98199,33.75,-84.39,47.61,-122.33,2178.2,8,6.2,10.3,7.5,,0,0,0,70.9,0.1214,0.091,0.196,7,14.58,5,1
SHP-42-0011875,2025-02-28,2025-03-02,6,3,parcel,SUMMIT EXPRESS,TwoDay,Atlanta GA,Denver CO,30306,80250,33.75,-84.39,39.74,-104.99,1209.9,6,1.54,7.5,3.9,2.7,0,0,0,152.17,0.0772,0.205,0.123,3,24.13,3,1
SHP-42-0003653,2025-10-28,2025-10-28,1,10,parcel,Falcon Post,Ground,Chicago IL,Houston TX,60617,77098,41.88,-87.63,29.76,-95.37,942.0,5,1.98,8.7,4.1,3.5,0,1,0,34.77,0.0921,0.305,0.222,6,11.43,6,1
SHP-42-0042007,2024-03-04,2024-03-05,1,3,parcel,Northstar Parcel,Expedited,Columbus OH,Houston TX,43271,77051,39.96,-82.99,29.76,-95.37,992.7,5,6.74,10.0,8.6,8.4,0,1,0,0.0,0.0971,0.165,0.116,4,22.27,4,1
